,id,region,start,end,strand
40896,40896,ENST00000642236,451,651,+
9959,9959,ENST00000508626,826,1026,+
8231,8231,ENST00000545068,813,1013,+
47942,47942,ENST00000355025,425,625,+
14585,14585,ENST00000545125,85,285,+
19242,19242,ENST00000435506,398,598,+
11641,11641,ENST00000369617,3144,3344,+
44290,44290,ENST00000448225,137,337,+
3635,3635,ENST00000368354,1486,1686,+
3096,3096,ENST00000507257,43,243,+
26743,26743,ENST00000290200,437,637,+
26117,26117,ENST00000402711,873,1073,+
45815,45815,ENST00000424381,141,341,+
2376,2376,ENST00000368112,49,249,+
20571,20571,ENST00000636692,46,246,+
48653,48653,ENST00000258743,205,405,+
13966,13966,ENST00000399285,18,218,+
30000,30000,ENST00000556036,606,806,+
16621,16621,ENST00000358901,1151,1351,+
28397,28397,ENST00000409960,1,201,+
20744,20744,ENST00000313663,2616,2816,+
8450,8450,ENST00000460265,142,342,+
4514,4514,ENST00000592280,129,329,+
40911,40911,ENST00000442747,36,236,+
40208,40208,ENST00000430935,557,757,+
6914,6914,ENST00000537526,105,305,+
45717,45717,ENST00000616356,807,1007,+
38418,38418,ENST00000355238,448,648,+
27778,27778,ENST00000440254,1269,1469,+
32358,32358,ENST00000467148,622,822,+
25782,25782,ENST00000588606,31,231,+
43627,43627,ENST00000614382,249,449,+
11104,11104,ENST00000377197,11,211,+
49797,49797,ENST00000408935,723,923,+
29797,29797,ENST00000539322,552,752,+
4342,4342,ENST00000333990,3,203,+
37039,37039,ENST00000644903,777,977,+
42545,42545,ENST00000603540,1396,1596,+
28300,28300,ENST00000374594,120,320,+
23153,23153,ENST00000244534,425,625,+
4998,4998,ENST00000261560,153,353,+
42041,42041,ENST00000474878,106,306,+
24598,24598,ENST00000608424,539,739,+
20259,20259,ENST00000476491,996,1196,+
6898,6898,ENST00000246635,731,931,+
30097,30097,ENST00000643260,465,665,+
13019,13019,ENST00000463282,659,859,+
45479,45479,ENST00000358834,78,278,+
14916,14916,ENST00000343358,22,222,+
36364,36364,ENST00000448984,872,1072,+
28843,28843,ENST00000507093,2327,2527,+
30430,30430,ENST00000629193,686,886,+
19537,19537,ENST00000341773,1340,1540,+
44925,44925,ENST00000636772,220,420,+
48141,48141,ENST00000279178,252,452,+
17844,17844,ENST00000528718,166,366,+
26051,26051,ENST00000417570,568,768,+
40095,40095,ENST00000453220,4300,4500,+
28837,28837,ENST00000616409,466,666,+
48981,48981,ENST00000518529,66,266,+
7722,7722,ENST00000389997,534,734,+
13793,13793,ENST00000562819,55,255,+
1357,1357,ENST00000496856,849,1049,+
26615,26615,ENST00000453231,220,420,+
2525,2525,ENST00000216218,178,378,+
41215,41215,ENST00000594671,972,1172,+
9027,9027,ENST00000650053,2145,2345,+
40422,40422,ENST00000534871,375,575,+
15497,15497,ENST00000352393,100,300,+
32965,32965,ENST00000446444,1322,1522,+
13802,13802,ENST00000325589,299,499,+
19293,19293,ENST00000576500,13,213,+
35829,35829,ENST00000601440,340,540,+
22069,22069,ENST00000382258,835,1035,+
20038,20038,ENST00000493509,241,441,+
33016,33016,ENST00000359527,613,813,+
31584,31584,ENST00000635183,1,201,+
28877,28877,ENST00000615917,234,434,+
20444,20444,ENST00000346246,2,202,+
42251,42251,ENST00000636293,247,447,+
45859,45859,ENST00000450913,174,374,+
11847,11847,ENST00000473688,207,407,+
44935,44935,ENST00000269209,1716,1916,+
11810,11810,ENST00000519004,252,452,+
22020,22020,ENST00000383677,178,378,+
28966,28966,ENST00000397325,127,327,+
20867,20867,ENST00000263694,480,680,+
8133,8133,ENST00000401443,616,816,+
5306,5306,ENST00000444422,1523,1723,+
2577,2577,ENST00000639470,144,344,+
36084,36084,ENST00000329886,653,853,+
39302,39302,ENST00000378875,120,320,+
22351,22351,ENST00000409606,371,571,+
28331,28331,ENST00000642295,85,285,+
16358,16358,ENST00000540395,695,895,+
12681,12681,ENST00000538434,65,265,+
7978,7978,ENST00000474361,640,840,+
16123,16123,ENST00000610653,720,920,+
5421,5421,ENST00000610426,547,747,+
31360,31360,ENST00000452443,1395,1595,+
18714,18714,ENST00000551116,151,351,+
8982,8982,ENST00000289746,144,344,+
3998,3998,ENST00000399916,1030,1230,+
28875,28875,ENST00000428437,340,540,+
7409,7409,ENST00000427926,230,430,+
37769,37769,ENST00000361820,645,845,+
251,251,ENST00000621520,21,221,+
48022,48022,ENST00000355899,1647,1847,+
43963,43963,ENST00000357970,1046,1246,+
39491,39491,ENST00000370658,321,521,+
4819,4819,ENST00000378230,1700,1900,+
37775,37775,ENST00000637570,742,942,+
20283,20283,ENST00000298386,1770,1970,+
30145,30145,ENST00000444149,306,506,+
22871,22871,ENST00000383096,1352,1552,+
7845,7845,ENST00000542179,416,616,+
24481,24481,ENST00000418337,308,508,+
33469,33469,ENST00000367519,290,490,+
23591,23591,ENST00000596362,188,388,+
10261,10261,ENST00000452319,1525,1725,+
8860,8860,ENST00000381116,557,757,+
31636,31636,ENST00000306851,232,432,+
18729,18729,ENST00000446788,31,231,+
46201,46201,ENST00000298119,1822,2022,+
44841,44841,ENST00000323938,178,378,+
42497,42497,ENST00000583313,157,357,+
542,542,ENST00000491238,704,904,+
19821,19821,ENST00000373535,56,256,+
3852,3852,ENST00000393937,79,279,+
36270,36270,ENST00000263708,1529,1729,+
35380,35380,ENST00000382114,238,438,+
6002,6002,ENST00000626122,61,261,+
32199,32199,ENST00000267484,319,519,+
5198,5198,ENST00000398571,4292,4492,+
42475,42475,ENST00000649788,254,454,+
43324,43324,ENST00000588234,22,222,+
8354,8354,ENST00000321453,774,974,+
22913,22913,ENST00000637481,712,912,+
40622,40622,ENST00000306904,193,393,+
21594,21594,ENST00000535293,101,301,+
46686,46686,ENST00000651177,4343,4543,+
12027,12027,ENST00000219271,552,752,+
43683,43683,ENST00000509297,1082,1282,+
30419,30419,ENST00000334035,1458,1658,+
19603,19603,ENST00000591081,74,274,+
20168,20168,ENST00000537356,915,1115,+
14341,14341,ENST00000510898,1036,1236,+
18664,18664,ENST00000475956,9,209,+
40528,40528,ENST00000322302,90,290,+
46366,46366,ENST00000627093,13,213,+
29935,29935,ENST00000239849,278,478,+
19412,19412,ENST00000374732,146,346,+
22037,22037,ENST00000290438,801,1001,+
6326,6326,ENST00000492259,1602,1802,+
47980,47980,ENST00000248041,757,957,+
28802,28802,ENST00000509451,1084,1284,+
40797,40797,ENST00000652515,854,1054,+
2917,2917,ENST00000644350,207,407,+
2229,2229,ENST00000614823,10,210,+
20023,20023,ENST00000227163,45,245,+
39789,39789,ENST00000366601,1122,1322,+
7963,7963,ENST00000648008,742,942,+
45928,45928,ENST00000415871,522,722,+
41250,41250,ENST00000263038,48,248,+
7744,7744,ENST00000234195,1401,1601,+
48342,48342,ENST00000652738,159,359,+
47115,47115,ENST00000361371,2494,2694,+
35702,35702,ENST00000457280,124,324,+
14068,14068,ENST00000455282,665,865,+
16276,16276,ENST00000395297,3766,3966,+
5654,5654,ENST00000229955,861,1061,+
3779,3779,ENST00000614856,116,316,+
10522,10522,ENST00000330597,236,436,+
40514,40514,ENST00000558678,2370,2570,+
3344,3344,ENST00000420973,792,992,+
23646,23646,ENST00000508895,13,213,+
19683,19683,ENST00000621317,439,639,+
15024,15024,ENST00000393329,143,343,+
10480,10480,ENST00000300181,312,512,+
35255,35255,ENST00000404991,487,687,+
24004,24004,ENST00000340647,621,821,+
15132,15132,ENST00000594682,62,262,+
17722,17722,ENST00000638827,44,244,+
21813,21813,ENST00000397545,457,657,+
21979,21979,ENST00000549332,693,893,+
17483,17483,ENST00000254667,750,950,+
28197,28197,ENST00000646804,302,502,+
6633,6633,ENST00000650687,265,465,+
313,313,ENST00000574091,929,1129,+
19378,19378,ENST00000319170,2835,3035,+
13120,13120,ENST00000453097,774,974,+
12048,12048,ENST00000557154,549,749,+
49013,49013,ENST00000545307,134,334,+
5961,5961,ENST00000359887,300,500,+
4635,4635,ENST00000306726,1377,1577,+
17112,17112,ENST00000554045,120,320,+
44524,44524,ENST00000399599,221,421,+
4457,4457,ENST00000614512,975,1175,+
12172,12172,ENST00000561220,206,406,+
18968,18968,ENST00000373917,1199,1399,+
14707,14707,ENST00000526889,161,361,+
4194,4194,ENST00000267163,1887,2087,+
25814,25814,ENST00000216780,661,861,+
4497,4497,ENST00000651593,135,335,+
31529,31529,ENST00000561976,736,936,+
2780,2780,ENST00000308768,226,426,+
28034,28034,ENST00000564652,1,201,+
46816,46816,ENST00000389032,22,222,+
19007,19007,ENST00000613669,246,446,+
14104,14104,ENST00000599105,53,253,+
32867,32867,ENST00000429397,171,371,+
42609,42609,ENST00000667384,102,302,+
27767,27767,ENST00000394077,161,361,+
4650,4650,ENST00000396057,622,822,+
8223,8223,ENST00000542145,42,242,+
35076,35076,ENST00000446957,272,472,+
43043,43043,ENST00000594234,595,795,+
10183,10183,ENST00000509094,211,411,+
38838,38838,ENST00000358357,1270,1470,+
13745,13745,ENST00000627129,5,205,+
23338,23338,ENST00000380785,1006,1206,+
39021,39021,ENST00000345728,116,316,+
47381,47381,ENST00000611080,362,562,+
3063,3063,ENST00000376228,331,531,+
46695,46695,ENST00000284136,1708,1908,+
2115,2115,ENST00000608478,137,337,+
24693,24693,ENST00000486828,215,415,+
12650,12650,ENST00000330560,1765,1965,+
7880,7880,ENST00000539908,2170,2370,+
22291,22291,ENST00000532891,1345,1545,+
16723,16723,ENST00000356046,450,650,+
33928,33928,ENST00000369502,41,241,+
48954,48954,ENST00000409069,1878,2078,+
248,248,ENST00000368396,183,383,+
30234,30234,ENST00000542120,1560,1760,+
45576,45576,ENST00000333383,150,350,+
7627,7627,ENST00000352171,119,319,+
43810,43810,ENST00000461304,774,974,+
25353,25353,ENST00000294816,728,928,+
15539,15539,ENST00000433117,32,232,+
39702,39702,ENST00000233156,590,790,+
31714,31714,ENST00000370224,488,688,+
35895,35895,ENST00000270631,19,219,+
27851,27851,ENST00000336904,91,291,+
14064,14064,ENST00000643338,534,734,+
5231,5231,ENST00000343338,1296,1496,+
2668,2668,ENST00000424192,7,207,+
30259,30259,ENST00000388781,1556,1756,+
83,83,ENST00000367278,71,271,+
42549,42549,ENST00000343315,978,1178,+
22280,22280,ENST00000632581,737,937,+
2053,2053,ENST00000366977,449,649,+
34460,34460,ENST00000508387,61,261,+
31536,31536,ENST00000395650,1490,1690,+
32027,32027,ENST00000572887,214,414,+
38996,38996,ENST00000409539,376,576,+
13398,13398,ENST00000357310,2836,3036,+
23654,23654,ENST00000373698,93,293,+
48132,48132,ENST00000460277,110,310,+
28122,28122,ENST00000355091,166,366,+
44627,44627,ENST00000455843,645,845,+
22477,22477,ENST00000393844,1163,1363,+
18957,18957,ENST00000642200,579,779,+
45062,45062,ENST00000282470,1774,1974,+
39622,39622,ENST00000156084,702,902,+
6272,6272,ENST00000510878,3,203,+
46210,46210,ENST00000481731,323,523,+
27985,27985,ENST00000200691,2,202,+
14384,14384,ENST00000510474,30,230,+
34973,34973,ENST00000536719,0,200,+
15537,15537,ENST00000478945,21,221,+
41354,41354,ENST00000446494,147,347,+
42275,42275,ENST00000504572,1944,2144,+
16573,16573,ENST00000389656,8,208,+
43979,43979,ENST00000601152,41,241,+
40058,40058,ENST00000368748,21,221,+
44395,44395,ENST00000309065,1098,1298,+
31773,31773,ENST00000514502,16,216,+
39278,39278,ENST00000500450,242,442,+
44875,44875,ENST00000526995,915,1115,+
32565,32565,ENST00000458141,2231,2431,+
45176,45176,ENST00000481938,62,262,+
8713,8713,ENST00000358768,1566,1766,+
19331,19331,ENST00000369422,364,564,+
43289,43289,ENST00000216085,412,612,+
4191,4191,ENST00000582005,5,205,+
22752,22752,ENST00000394421,2997,3197,+
16174,16174,ENST00000359803,140,340,+
19872,19872,ENST00000484729,45,245,+
26992,26992,ENST00000508540,510,710,+
40835,40835,ENST00000518022,121,321,+
32453,32453,ENST00000368156,357,557,+
12286,12286,ENST00000647134,93,293,+
16962,16962,ENST00000430069,275,475,+
45468,45468,ENST00000008391,672,872,+
22060,22060,ENST00000547688,22,222,+
17072,17072,ENST00000608999,1337,1537,+
40163,40163,ENST00000519404,139,339,+
8343,8343,ENST00000526063,122,322,+
5960,5960,ENST00000506523,21,221,+
40137,40137,ENST00000373330,265,465,+
34912,34912,ENST00000377885,686,886,+
3853,3853,ENST00000263918,775,975,+
48970,48970,ENST00000311278,545,745,+
22707,22707,ENST00000380229,350,550,+
8741,8741,ENST00000623287,54,254,+
47689,47689,ENST00000504592,305,505,+
23094,23094,ENST00000620789,132,332,+
34359,34359,ENST00000544040,3447,3647,+
39433,39433,ENST00000613870,74,274,+
45805,45805,ENST00000431809,304,504,+
45852,45852,ENST00000339012,315,515,+
43891,43891,ENST00000641332,237,437,+
723,723,ENST00000272930,120,320,+
12324,12324,ENST00000566835,340,540,+
30339,30339,ENST00000389019,1382,1582,+
24748,24748,ENST00000489155,59,259,+
5172,5172,ENST00000452368,53,253,+
42366,42366,ENST00000420613,365,565,+
28922,28922,ENST00000650486,860,1060,+
2295,2295,ENST00000358105,195,395,+
17588,17588,ENST00000335693,832,1032,+
42032,42032,ENST00000254029,30,230,+
4640,4640,ENST00000455230,112,312,+
45670,45670,ENST00000379241,129,329,+
38427,38427,ENST00000452508,4077,4277,+
47214,47214,ENST00000397072,169,369,+
22780,22780,ENST00000522656,129,329,+
5570,5570,ENST00000343399,286,486,+
31288,31288,ENST00000647869,354,554,+
40830,40830,ENST00000617704,847,1047,+
22819,22819,ENST00000328703,272,472,+
41077,41077,ENST00000357649,4875,5075,+
41961,41961,ENST00000447927,50,250,+
46029,46029,ENST00000502717,3206,3406,+
39996,39996,ENST00000650571,119,319,+
31243,31243,ENST00000394456,1203,1403,+
13174,13174,ENST00000277874,63,263,+
6502,6502,ENST00000406381,1966,2166,+
30325,30325,ENST00000569723,8,208,+
21880,21880,ENST00000264972,1113,1313,+
5078,5078,ENST00000370267,74,274,+
16987,16987,ENST00000411494,55,255,+
43084,43084,ENST00000332700,122,322,+
22153,22153,ENST00000637551,713,913,+
24060,24060,ENST00000629399,11053,11253,+
28845,28845,ENST00000396153,102,302,+
35117,35117,ENST00000527949,548,748,+
19431,19431,ENST00000517539,1487,1687,+
21324,21324,ENST00000603548,81,281,+
24539,24539,ENST00000525317,281,481,+
31302,31302,ENST00000464064,170,370,+
14100,14100,ENST00000395665,2150,2350,+
3777,3777,ENST00000282074,217,417,+
4974,4974,ENST00000642955,197,397,+
431,431,ENST00000333538,240,440,+
34960,34960,ENST00000614479,7315,7515,+
49173,49173,ENST00000251412,642,842,+
33006,33006,ENST00000546213,1453,1653,+
20783,20783,ENST00000262971,1084,1284,+
25140,25140,ENST00000381565,76,276,+
8313,8313,ENST00000397992,1070,1270,+
47502,47502,ENST00000571664,16,216,+
6324,6324,ENST00000407755,633,833,+
21220,21220,ENST00000567169,3181,3381,+
42949,42949,ENST00000491381,165,365,+
38113,38113,ENST00000456913,169,369,+
31757,31757,ENST00000482242,61,261,+
17807,17807,ENST00000597870,216,416,+
25799,25799,ENST00000389989,1840,2040,+
11195,11195,ENST00000260276,140,340,+
30360,30360,ENST00000505490,200,400,+
22997,22997,ENST00000643549,662,862,+
31234,31234,ENST00000324071,1010,1210,+
11238,11238,ENST00000490903,8,208,+
31503,31503,ENST00000429204,118,318,+
16890,16890,ENST00000486047,169,369,+
34544,34544,ENST00000274473,2642,2842,+
35439,35439,ENST00000639605,342,542,+
19038,19038,ENST00000614872,179,379,+
45407,45407,ENST00000585524,16,216,+
44053,44053,ENST00000339063,940,1140,+
34254,34254,ENST00000485491,1746,1946,+
44149,44149,ENST00000638612,582,782,+
43186,43186,ENST00000573882,2590,2790,+
5321,5321,ENST00000339235,712,912,+
27339,27339,ENST00000379697,494,694,+
32397,32397,ENST00000193322,413,613,+
30997,30997,ENST00000611661,381,581,+
46434,46434,ENST00000257215,1811,2011,+
746,746,ENST00000367302,5216,5416,+
9162,9162,ENST00000368445,1272,1472,+
10628,10628,ENST00000393250,496,696,+
30228,30228,ENST00000296420,473,673,+
30892,30892,ENST00000369774,2830,3030,+
21893,21893,ENST00000339553,1095,1295,+
38056,38056,ENST00000594033,58,258,+
49229,49229,ENST00000436235,87,287,+
4705,4705,ENST00000543300,136,336,+
8522,8522,ENST00000173527,151,351,+
32012,32012,ENST00000416026,176,376,+
15411,15411,ENST00000594424,143,343,+
24797,24797,ENST00000307526,55,255,+
11764,11764,ENST00000576479,1309,1509,+
14894,14894,ENST00000400485,2514,2714,+
39234,39234,ENST00000379262,302,502,+
1555,1555,ENST00000304430,734,934,+
44519,44519,ENST00000560305,5,205,+
12887,12887,ENST00000611179,732,932,+
20492,20492,ENST00000264748,340,540,+
27699,27699,ENST00000396934,37,237,+
49359,49359,ENST00000307236,413,613,+
40841,40841,ENST00000383418,63,263,+
6513,6513,ENST00000396952,357,557,+
11368,11368,ENST00000327628,181,381,+
45759,45759,ENST00000540352,61,261,+
30156,30156,ENST00000267339,248,448,+
20817,20817,ENST00000638664,27,227,+
35718,35718,ENST00000244623,698,898,+
1997,1997,ENST00000394431,804,1004,+
48802,48802,ENST00000545927,324,524,+
49607,49607,ENST00000648579,314,514,+
40002,40002,ENST00000369429,786,986,+
37734,37734,ENST00000373069,655,855,+
14320,14320,ENST00000561282,215,415,+
43354,43354,ENST00000582539,2023,2223,+
19105,19105,ENST00000381715,97,297,+
9992,9992,ENST00000394607,294,494,+
9056,9056,ENST00000380191,208,408,+
36247,36247,ENST00000327697,465,665,+
25691,25691,ENST00000533601,404,604,+
22133,22133,ENST00000455157,45,245,+
27016,27016,ENST00000550433,317,517,+
39834,39834,ENST00000556530,93,293,+
37005,37005,ENST00000347147,111,311,+
1558,1558,ENST00000634973,208,408,+
2578,2578,ENST00000525370,49,249,+
14835,14835,ENST00000640853,294,494,+
5081,5081,ENST00000560691,111,311,+
8201,8201,ENST00000407997,588,788,+
17293,17293,ENST00000357869,1566,1766,+
30190,30190,ENST00000393588,243,443,+
18121,18121,ENST00000372009,504,704,+
12322,12322,ENST00000567607,64,264,+
25468,25468,ENST00000646116,818,1018,+
22363,22363,ENST00000649443,9,209,+
19277,19277,ENST00000525634,43,243,+
738,738,ENST00000530662,129,329,+
24062,24062,ENST00000426954,1081,1281,+
709,709,ENST00000534534,422,622,+
9464,9464,ENST00000230413,42,242,+
36655,36655,ENST00000618098,1216,1416,+
38305,38305,ENST00000503485,3674,3874,+
42380,42380,ENST00000436291,686,886,+
13125,13125,ENST00000155674,475,675,+
5098,5098,ENST00000535926,908,1108,+
47613,47613,ENST00000297494,1466,1666,+
22822,22822,ENST00000535612,1063,1263,+
13077,13077,ENST00000359044,1591,1791,+
47425,47425,ENST00000337435,250,450,+
11020,11020,ENST00000556658,46,246,+
44341,44341,ENST00000643716,135,335,+
3585,3585,ENST00000438709,164,364,+
16887,16887,ENST00000650277,16,216,+
10921,10921,ENST00000366627,98,298,+
9786,9786,ENST00000366964,23,223,+
30411,30411,ENST00000621735,4,204,+
25245,25245,ENST00000411696,2939,3139,+
1111,1111,ENST00000525968,52,252,+
33559,33559,ENST00000359962,221,421,+
21342,21342,ENST00000522605,1280,1480,+
11180,11180,ENST00000440121,3021,3221,+
29687,29687,ENST00000567461,22,222,+
11259,11259,ENST00000283006,336,536,+
13377,13377,ENST00000337190,97,297,+
26434,26434,ENST00000528956,655,855,+
24237,24237,ENST00000595437,1887,2087,+
15481,15481,ENST00000358007,932,1132,+
36681,36681,ENST00000247271,1025,1225,+
18392,18392,ENST00000493382,738,938,+
27366,27366,ENST00000290855,267,467,+
6824,6824,ENST00000300283,843,1043,+
30642,30642,ENST00000335046,153,353,+
49945,49945,ENST00000537047,231,431,+
3116,3116,ENST00000638040,686,886,+
25998,25998,ENST00000476864,431,631,+
47475,47475,ENST00000308064,598,798,+
40472,40472,ENST00000598490,181,381,+
16826,16826,ENST00000354312,383,583,+
43435,43435,ENST00000529903,13,213,+
32147,32147,ENST00000423271,343,543,+
14700,14700,ENST00000328275,291,491,+
6956,6956,ENST00000437176,108,308,+
7105,7105,ENST00000412096,1012,1212,+
23176,23176,ENST00000476170,128,328,+
33702,33702,ENST00000374630,2263,2463,+
34313,34313,ENST00000392373,433,633,+
18362,18362,ENST00000519014,53,253,+
27841,27841,ENST00000414428,367,567,+
11000,11000,ENST00000327906,177,377,+
31710,31710,ENST00000556752,10,210,+
13131,13131,ENST00000339444,614,814,+
19788,19788,ENST00000381134,487,687,+
18649,18649,ENST00000431029,0,200,+
7162,7162,ENST00000443964,4,204,+
25798,25798,ENST00000619898,24,224,+
2529,2529,ENST00000400721,159,359,+
29321,29321,ENST00000299367,1834,2034,+
